"Title:","Dow Jones Industrial Average (US) - High from the Dow Jones Industrial Average (US) Database"
"SubTitle:","International"
"Time:","01/02/1980 - 11/11/2022"
"Unit of Measure:","$"
"Citation:","S&P Dow Jones Indices (US) (2022-11-14). Dow Jones Industrial Average (US): Dow Jones Industrial Average (US) - High, 01/02/1980 - 11/11/2022. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  039-001-002 doi:https://doi.org/10.6068/DP184779A1F7630"
"ColumnCount:",2
"RowCount:",10797

"Time","Dow Jones Industrial Average (US) - High ($)"
"03/15/2018",25053.87
"03/16/2018",25031
"03/19/2018",24893.69
"03/20/2018",24803.61
"03/21/2018",24977.65
"03/22/2018",24526.01
"03/23/2018",24108.47
"03/26/2018",24232.3
"03/27/2018",24446.22
"03/28/2018",24092.47
"03/29/2018",24314.3
"04/02/2018",24123.8
"04/03/2018",24044.35
"04/04/2018",24308.96
"04/05/2018",24622.26
"04/06/2018",24434.4
"04/09/2018",24373.18
"04/10/2018",24511.35
"04/11/2018",24366.57
"04/12/2018",24592.12
"04/13/2018",24646.45
"04/16/2018",24675.36
"04/17/2018",24858.97
"04/18/2018",24832.54
"04/19/2018",24762.48
"04/20/2018",24678.07
"04/23/2018",24536.89
"04/24/2018",24579.94
"04/25/2018",24146.34
"04/26/2018",24402.46
"04/27/2018",24359.38
"04/30/2018",24498.23
"05/01/2018",24117.29
"05/02/2018",24185.52
"05/03/2018",23996.15
"05/04/2018",24333.35
"05/07/2018",24479.45
"05/08/2018",24412.34
"05/09/2018",24586.48
"05/10/2018",24794.99
"05/11/2018",24868.65
"05/14/2018",24994.19
"05/15/2018",24809.55
"05/16/2018",24801.19
"05/17/2018",24839.49
"05/18/2018",24774.97
"05/21/2018",25086.49
"05/22/2018",25064.99
"05/23/2018",24889.46
"05/24/2018",24877.36
"05/25/2018",24824.22
"05/29/2018",24635.18
"05/30/2018",24714.48
"05/31/2018",24620.79
"06/01/2018",24673.6
"06/04/2018",24859.37
"06/05/2018",24838.78
"06/06/2018",25146.46
"06/07/2018",25326.09
"06/08/2018",25325.63
"06/11/2018",25402.83
"06/12/2018",25364.37
"06/13/2018",25362.07
"06/14/2018",25332.5
"06/15/2018",25130.82
"06/18/2018",25003.1
"06/19/2018",24763.59
"06/20/2018",24804.76
"06/21/2018",24639.21
"06/22/2018",24663.18
"06/25/2018",24463.73
"06/26/2018",24384.21
"06/27/2018",24569.02
"06/28/2018",24308.16
"06/29/2018",24509.52
"07/02/2018",24319.42
"07/03/2018",24444.88
"07/05/2018",24372.8
"07/06/2018",24520.29
"07/09/2018",24796.52
"07/10/2018",24945.38
"07/11/2018",24815.16
"07/12/2018",24939.97
"07/13/2018",25043.21
"07/16/2018",25072.41
"07/17/2018",25155.39
"07/18/2018",25215.32
"07/19/2018",25154.17
"07/20/2018",25124.1
"07/23/2018",25081.45
"07/24/2018",25286.62
"07/25/2018",25432.87
"07/26/2018",25587.24
"07/27/2018",25580.22
"07/30/2018",25500.16
"07/31/2018",25490.98
"08/01/2018",25488.8
"08/02/2018",25360.48
"08/03/2018",25467.9
"08/06/2018",25540.02
"08/07/2018",25692.72
"08/08/2018",25634.11
"08/09/2018",25613.31
"08/10/2018",25401.19
"08/13/2018",25381.39
"08/14/2018",25339.51
"08/15/2018",25235.37
"08/16/2018",25607.34
"08/17/2018",25728.16
"08/20/2018",25790.17
"08/21/2018",25888.82
"08/22/2018",25836.16
"08/23/2018",25762.56
"08/24/2018",25826.05
"08/27/2018",26067.57
"08/28/2018",26122.24
"08/29/2018",26167.94
"08/30/2018",26104.37
"08/31/2018",26028.83
"09/04/2018",25971.77
"09/05/2018",26011.22
"09/06/2018",26073.68
"09/07/2018",26002.99
"09/10/2018",26039.96
"09/11/2018",26019.92
"09/12/2018",26145.72
"09/13/2018",26191.64
"09/14/2018",26211.11
"09/17/2018",26184.47
"09/18/2018",26317.34
"09/19/2018",26464.41
"09/20/2018",26697.49
"09/21/2018",26769.16
"09/24/2018",26709.94
"09/25/2018",26634.85
"09/26/2018",26606.09
"09/27/2018",26557.01
"09/28/2018",26515.76
"10/01/2018",26737.98
"10/02/2018",26824.78
"10/03/2018",26951.81
"10/04/2018",26793.82
"10/05/2018",26676.16
"10/08/2018",26529.35
"10/09/2018",26539.94
"10/10/2018",26441.73
"10/11/2018",25683.64
"10/12/2018",25467.55
"10/15/2018",25482.42
"10/16/2018",25817.68
"10/17/2018",25810.09
"10/18/2018",25691.46
"10/19/2018",25608.71
"10/22/2018",25561.34
"10/23/2018",25307.7
"10/24/2018",25306.23
"10/25/2018",25104.29
"10/26/2018",24916.16
"10/29/2018",25040.58
"10/30/2018",24906.68
"10/31/2018",25336.55
"11/01/2018",25396.47
"11/02/2018",25578.98
"11/05/2018",25507.35
"11/06/2018",25651.86
"11/07/2018",26200.14
"11/08/2018",26277.82
"11/09/2018",26161.49
"11/12/2018",25966.71
"11/13/2018",25511.03
"11/14/2018",25501.29
"11/15/2018",25354.56
"11/16/2018",25510.23
"11/19/2018",25392.61
"11/20/2018",24707.26
"11/21/2018",24669.79
"11/23/2018",24408.8
"11/26/2018",24673.29
"11/27/2018",24750.73
"11/28/2018",25368.93
"11/29/2018",25479.04
"11/30/2018",25549.71
"12/03/2018",25980.21
"12/04/2018",25773.12
"12/06/2018",24951.01
"12/07/2018",25095.62
"12/10/2018",24500.81
"12/11/2018",24791.26
"12/12/2018",24828.29
"12/13/2018",24740.96
"12/14/2018",24431.14
"12/17/2018",24088.08
"12/18/2018",23927.77
"12/19/2018",24057.34
"12/20/2018",23282.2
"12/21/2018",23254.59
"12/24/2018",22339.87
"12/26/2018",22878.92
"12/27/2018",23138.89
"12/28/2018",23381.88
"12/31/2018",23333.18
"01/02/2019",23413.47
"01/03/2019",23176.39
"01/04/2019",23518.64
"01/07/2019",23687.74
"01/08/2019",23864.65
"01/09/2019",23985.45
"01/10/2019",24014.78
"01/11/2019",23996.32
"01/14/2019",23964.9
"01/15/2019",24099.14
"01/16/2019",24288.61
"01/17/2019",24474.46
"01/18/2019",24750.22
"01/22/2019",24607.76
"01/23/2019",24700.98
"01/24/2019",24626.3
"01/25/2019",24860.15
"01/28/2019",24596.98
"01/29/2019",24674.87
"01/30/2019",25109.62
"01/31/2019",25049.62
"02/01/2019",25193.15
"02/04/2019",25239.91
"02/05/2019",25427.32
"02/06/2019",25439.04
"02/07/2019",25314.26
"02/08/2019",25106.39
"02/11/2019",25196.75
"02/12/2019",25458.98
"02/13/2019",25625.95
"02/14/2019",25558.9
"02/15/2019",25883.72
"02/19/2019",25961.44
"02/20/2019",25986.2
"02/21/2019",25938.88
"02/22/2019",26052.9
"02/25/2019",26241.42
"02/26/2019",26155.29
"02/27/2019",26039.68
"02/28/2019",26029.21
"03/01/2019",26143.92
"03/04/2019",26155.98
"03/05/2019",25877.15
"03/06/2019",25837.61
"03/07/2019",25645.45
"03/08/2019",25466.14
"03/11/2019",25661.63
"03/12/2019",25675.44
"03/13/2019",25776.49
"03/14/2019",25752.84
"03/15/2019",25927.91
"03/18/2019",25924.77
"03/19/2019",26109.68
"03/20/2019",25929.52
"03/21/2019",26009.9
"03/22/2019",25877.01
"03/25/2019",25603.27
"03/26/2019",25796.29
"03/27/2019",25758.17
"03/28/2019",25743.41
"03/29/2019",25949.32
"04/01/2019",26280.9
"04/02/2019",26221.24
"04/03/2019",26282.17
"04/04/2019",26398.9
"04/05/2019",26487.57
"04/08/2019",26344.65
"04/09/2019",26246.34
"04/10/2019",26209.49
"04/11/2019",26229.88
"04/12/2019",26436.68
"04/15/2019",26424.85
"04/16/2019",26530.71
"04/17/2019",26501.02
"04/18/2019",26602.42
"04/22/2019",26553.05
"04/23/2019",26695.96
"04/24/2019",26680.58
"04/25/2019",26536.48
"04/26/2019",26543.56
"04/29/2019",26602.54
"04/30/2019",26614.04
"05/01/2019",26689.39
"05/02/2019",26454.69
"05/03/2019",26534.96
"05/06/2019",26476.27
"05/07/2019",26276.9
"05/08/2019",26118.1
"05/09/2019",25884.89
"05/10/2019",26019.32
"05/13/2019",25568.06
"05/14/2019",25688.96
"05/15/2019",25724.89
"05/16/2019",25957.63
"05/17/2019",25948.74
"05/20/2019",25751.71
"05/21/2019",25898.27
"05/22/2019",25878.21
"05/23/2019",25657.99
"05/24/2019",25670.81
"05/28/2019",25717.63
"05/29/2019",25231.46
"05/30/2019",25218.54
"05/31/2019",25046.31
"06/03/2019",24935.21
"06/04/2019",25343.77
"06/05/2019",25544.66
"06/06/2019",25800.3
"06/07/2019",26072.75
"06/10/2019",26210.61
"06/11/2019",26248.67
"06/12/2019",26082.1
"06/13/2019",26146.91
"06/14/2019",26162.28
"06/17/2019",26165.78
"06/18/2019",26527.19
"06/19/2019",26569.75
"06/20/2019",26798.63
"06/21/2019",26907.37
"06/24/2019",26806.52
"06/25/2019",26752.31
"06/26/2019",26660.04
"06/27/2019",26607.24
"06/28/2019",26638.35
"07/01/2019",26890.64
"07/02/2019",26787.56
"07/03/2019",26966
"07/05/2019",26950.81
"07/08/2019",26839.14
"07/09/2019",26807.7
"07/10/2019",26983.45
"07/11/2019",27088.45
"07/12/2019",27333.79
"07/15/2019",27364.69
"07/16/2019",27398.68
"07/17/2019",27343.06
"07/18/2019",27266.81
"07/19/2019",27342.96
"07/22/2019",27227.77
"07/23/2019",27368.81
"07/24/2019",27291.04
"07/25/2019",27298.43
"07/26/2019",27213.7
"07/29/2019",27275.85
"07/30/2019",27224.36
"07/31/2019",27281.65
"08/01/2019",27175.59
"08/02/2019",26570.02
"08/05/2019",26259.23
"08/06/2019",26038.68
"08/07/2019",26073.21
"08/08/2019",26383.61
"08/09/2019",26413.36
"08/12/2019",26178.95
"08/13/2019",26426.97
"08/14/2019",26035.08
"08/15/2019",25639.69
"08/16/2019",25929.65
"08/19/2019",26222.32
"08/20/2019",26160.12
"08/21/2019",26268.32
"08/22/2019",26388.78
"08/23/2019",26320.29
"08/26/2019",25941.25
"08/27/2019",26054.02
"08/28/2019",26041.57
"08/29/2019",26408.84
"08/30/2019",26514.62
"09/03/2019",26198.26
"09/04/2019",26362.35
"09/05/2019",26836.3
"09/06/2019",26860.87
"09/09/2019",26900.83
"09/10/2019",26909.43
"09/11/2019",27137.04
"09/12/2019",27306.73
"09/13/2019",27277.55
"09/16/2019",27172.87
"09/17/2019",27110.8
"09/18/2019",27161.93
"09/19/2019",27272.17
"09/20/2019",27194.75
"09/23/2019",27011.07
"09/24/2019",27079.68
"09/25/2019",27016.56
"09/26/2019",27015.07
"09/27/2019",27012.54
"09/30/2019",26998.86
"10/01/2019",27046.21
"10/02/2019",26438.04
"10/03/2019",26205.2
"10/04/2019",26590.74
"10/07/2019",26655.84
"10/08/2019",26421.81
"10/09/2019",26424.31
"10/10/2019",26603.31
"10/11/2019",27013.97
"10/14/2019",26874.33
"10/15/2019",27120.11
"10/16/2019",27058.34
"10/17/2019",27112.16
"10/18/2019",27018.25
"10/21/2019",26852.67
"10/22/2019",26946.64
"10/23/2019",26896.89
"10/24/2019",26931.78
"10/25/2019",27015.37
"10/28/2019",27167.88
"10/29/2019",27165.94
"10/30/2019",27204.36
"10/31/2019",27188.37
"11/01/2019",27347.43
"11/04/2019",27517.58
"11/05/2019",27558.29
"11/06/2019",27526.05
"11/07/2019",27774.06
"11/08/2019",27694.95
"11/11/2019",27714.39
"11/12/2019",27770.86
"11/13/2019",27806.4
"11/14/2019",27800.71
"11/15/2019",28004.89
"11/18/2019",28040.97
"11/19/2019",28090.21
"11/20/2019",27897.28
"11/21/2019",27828.33
"11/22/2019",27898.46
"11/25/2019",28068.69
"11/26/2019",28146.02
"11/27/2019",28174.97
"11/29/2019",28119.51
"12/02/2019",28109.84
"12/03/2019",27524.74
"12/04/2019",27727.45
"12/05/2019",27745.2
"12/06/2019",28035.85
"12/09/2019",28010.42
"12/10/2019",27949.02
"12/11/2019",27925.5
"12/12/2019",28224.95
"12/13/2019",28290.73
"12/16/2019",28337.49
"12/17/2019",28328.63
"12/18/2019",28323.25
"12/19/2019",28381.48
"12/20/2019",28608.64
"12/23/2019",28582.49
"12/24/2019",28576.8
"12/26/2019",28624.1
"12/27/2019",28701.66
"12/30/2019",28664.69
"12/31/2019",28547.35
"01/02/2020",28872.8
"01/03/2020",28716.31
"01/06/2020",28708.02
"01/07/2020",28685.5
"01/08/2020",28866.18
"01/09/2020",28988.01
"01/10/2020",29009.07
"01/13/2020",28909.91
"01/14/2020",29054.16
"01/15/2020",29127.59
"01/16/2020",29300.32
"01/17/2020",29373.62
"01/21/2020",29341.21
"01/22/2020",29320.2
"01/23/2020",29190.47
"01/24/2020",29288.79
"01/27/2020",28671.79
"01/28/2020",28823.23
"01/29/2020",28944.24
"01/30/2020",28879.71
"01/31/2020",28813.04
"02/03/2020",28630.39
"02/04/2020",28904.88
"02/05/2020",29308.89
"02/06/2020",29408.05
"02/07/2020",29286.92
"02/10/2020",29278.07
"02/11/2020",29415.39
"02/12/2020",29568.57
"02/13/2020",29535.4
"02/14/2020",29463.04
"02/18/2020",29330.16
"02/19/2020",29409.09
"02/20/2020",29368.45
"02/21/2020",29146.53
"02/24/2020",28402.93
"02/25/2020",28134.82
"02/26/2020",27542.78
"02/27/2020",26775.31
"02/28/2020",25494.24
"03/02/2020",26706.17
"03/03/2020",27077.89
"03/04/2020",27095.5
"03/05/2020",26671.92
"03/06/2020",25994.38
"03/09/2020",24992.36
"03/10/2020",25020.99
"03/11/2020",24604.63
"03/12/2020",22828.23
"03/13/2020",23186.3
"03/16/2020",21768.28
"03/17/2020",21379.35
"03/18/2020",20489.33
"03/19/2020",20442.63
"03/20/2020",20531.26
"03/23/2020",19121.01
"03/24/2020",20729.4
"03/25/2020",22019.93
"03/26/2020",22595.06
"03/27/2020",22327.57
"03/30/2020",22378.09
"03/31/2020",22480.37
"04/01/2020",21487.24
"04/02/2020",21477.77
"04/03/2020",21447.81
"04/06/2020",22783.45
"04/07/2020",23617.24
"04/08/2020",23513.4
"04/09/2020",24008.99
"04/13/2020",23698.93
"04/14/2020",24040.58
"04/15/2020",23649.72
"04/16/2020",23598.08
"04/17/2020",24264.21
"04/20/2020",24108.69
"04/21/2020",23365.25
"04/22/2020",23613.1
"04/23/2020",23885.36
"04/24/2020",23826
"04/27/2020",24207.65
"04/28/2020",24512.24
"04/29/2020",24764.77
"04/30/2020",24585.57
"05/01/2020",24120.78
"05/04/2020",23769.56
"05/05/2020",24169.72
"05/06/2020",24054.59
"05/07/2020",24094.62
"05/08/2020",24349.9
"05/11/2020",24366.21
"05/12/2020",24382.09
"05/13/2020",23708.9
"05/14/2020",23630.86
"05/15/2020",23730.08
"05/18/2020",24708.54
"05/19/2020",24599.5
"05/20/2020",24649.48
"05/21/2020",24718.46
"05/22/2020",24481.64
"05/26/2020",25176.42
"05/27/2020",25551.56
"05/28/2020",25758.79
"05/29/2020",25482.8
"06/01/2020",25508.83
"06/02/2020",25743.13
"06/03/2020",26337.75
"06/04/2020",26384.1
"06/05/2020",27338.3
"06/08/2020",27580.21
"06/09/2020",27447.37
"06/10/2020",27355.22
"06/11/2020",26294.08
"06/12/2020",25965.55
"06/15/2020",25891.58
"06/16/2020",26611.03
"06/17/2020",26400.07
"06/18/2020",26154.2
"06/19/2020",26451.44
"06/22/2020",26059.81
"06/23/2020",26314.97
"06/24/2020",25992.96
"06/25/2020",25751.97
"06/26/2020",25641.69
"06/29/2020",25601.15
"06/30/2020",25905.38
"07/01/2020",26019.31
"07/02/2020",26204.41
"07/06/2020",26297.53
"07/07/2020",26174.93
"07/08/2020",26109.49
"07/09/2020",26103.28
"07/10/2020",26101.32
"07/13/2020",26639.09
"07/14/2020",26690.52
"07/15/2020",27071.33
"07/16/2020",26879.16
"07/17/2020",26808.43
"07/20/2020",26765.02
"07/21/2020",27025.38
"07/22/2020",27035.24
"07/23/2020",26973.85
"07/24/2020",26625.7
"07/27/2020",26625.46
"07/28/2020",26556.84
"07/29/2020",26602.45
"07/30/2020",26374.93
"07/31/2020",26430.67
"08/03/2020",26707.26
"08/04/2020",26832.72
"08/05/2020",27221.67
"08/06/2020",27394.1
"08/07/2020",27456.24
"08/10/2020",27803.86
"08/11/2020",28154.88
"08/12/2020",28043.89
"08/13/2020",27986.1
"08/14/2020",27977.81
"08/17/2020",27999.81
"08/18/2020",27891.12
"08/19/2020",27920.42
"08/20/2020",27781.46
"08/21/2020",27959.48
"08/24/2020",28314.94
"08/25/2020",28400.74
"08/26/2020",28353.8
"08/27/2020",28634.22
"08/28/2020",28733.35
"08/31/2020",28643.66
"09/01/2020",28659.26
"09/02/2020",29162.88
"09/03/2020",29199.35
"09/04/2020",28539.75
"09/08/2020",27925.23
"09/09/2020",28206.21
"09/10/2020",28174.78
"09/11/2020",27828.82
"09/14/2020",28086.06
"09/15/2020",28231.06
"09/16/2020",28364.77
"09/17/2020",28056.79
"09/18/2020",27946.69
"09/21/2020",27484.71
"09/22/2020",27333.09
"09/23/2020",27464.46
"09/24/2020",27094.85
"09/25/2020",27239.29
"09/28/2020",27722.6
"09/29/2020",27605.6
"09/30/2020",28026.33
"10/01/2020",28041.46
"10/05/2020",28162.64
"10/06/2020",28354.48
"10/07/2020",28369.66
"10/08/2020",28459.13
"10/09/2020",28676.29
"10/12/2020",28957.9
"10/13/2020",28808.84
"10/14/2020",28792.56
"10/15/2020",28535.85
"10/16/2020",28842.9
"10/19/2020",28711.93
"10/20/2020",28575.03
"10/21/2020",28450.64
"10/22/2020",28421.31
"10/23/2020",28436.52
"10/26/2020",28185.82
"10/27/2020",27707.69
"10/28/2020",27102.14
"10/29/2020",26891.89
"10/30/2020",26639.18
"11/02/2020",27043.48
"11/03/2020",27640.21
"11/04/2020",28301.5
"11/05/2020",28495.05
"11/06/2020",28431.96
"11/09/2020",29927.85
"11/10/2020",29478.86
"11/11/2020",29593.11
"11/12/2020",29311.83
"11/13/2020",29933.83
"11/16/2020",29964.29
"11/17/2020",29872.42
"11/18/2020",29930.85
"11/19/2020",29524.9
"11/20/2020",29469.89
"11/23/2020",29667.75
"11/24/2020",30116.51
"11/25/2020",30058.87
"11/27/2020",30015.13
"11/30/2020",29854.51
"12/01/2020",30083.31
"12/02/2020",29902.51
"12/03/2020",30110.88
"12/04/2020",30218.26
"12/07/2020",30233.03
"12/08/2020",30246.22
"12/09/2020",30319.7
"12/10/2020",30063.87
"12/11/2020",30071.13
"12/14/2020",30325.79
"12/15/2020",30243.26
"12/16/2020",30236.03
"12/17/2020",30323.1
"12/18/2020",30343.59
"12/21/2020",30304.14
"12/22/2020",30200.2
"12/23/2020",30292.53
"12/24/2020",30209.67
"12/28/2020",30525.56
"12/29/2020",30588.79
"12/30/2020",30525.35
"12/31/2020",30622.35
"01/04/2021",30671.21
"01/05/2021",30504.89
"01/06/2021",31022.65
"01/07/2021",31193.4
"01/08/2021",31138.16
"01/11/2021",31096.98
"01/12/2021",31114.56
"01/13/2021",31153.37
"01/14/2021",31221.08
"01/15/2021",30941.98
"01/19/2021",31086.62
"01/20/2021",31235.98
"01/21/2021",31272.22
"01/22/2021",31141.56
"01/25/2021",30989.85
"01/26/2021",31121.42
"01/27/2021",30893.78
"01/28/2021",30951.41
"01/29/2021",30553.91
"02/01/2021",30335.91
"02/02/2021",30840.54
"02/03/2021",30793.41
"02/04/2021",31059.02
"02/05/2021",31252.18
"02/08/2021",31386.1
"02/09/2021",31439.47
"02/10/2021",31511.44
"02/11/2021",31543.82
"02/12/2021",31475.31
"02/16/2021",31608.63
"02/17/2021",31643.7
"02/18/2021",31558.6
"02/19/2021",31647.53
"02/22/2021",31653.48
"02/23/2021",31653.38
"02/24/2021",32009.64
"02/25/2021",31977.32
"02/26/2021",31450.89
"03/01/2021",31668.34
"03/02/2021",31610.71
"03/03/2021",31563.31
"03/04/2021",31461.97
"03/05/2021",31580.33
"03/08/2021",32148.04
"03/09/2021",32150.32
"03/10/2021",32389.5
"03/11/2021",32661.59
"03/12/2021",32793.32
"03/15/2021",32967.93
"03/16/2021",32966.75
"03/17/2021",33047.58
"03/18/2021",33227.78
"03/19/2021",32858.36
"03/22/2021",32810.35
"03/23/2021",32753.77
"03/24/2021",32787.99
"03/25/2021",32672.69
"03/26/2021",33090.84
"03/29/2021",33259
"03/30/2021",33170.93
"03/31/2021",33170.75
"04/01/2021",33167.17
"04/05/2021",33617.95
"04/06/2021",33544.79
"04/07/2021",33521.76
"04/08/2021",33506.8
"04/09/2021",33810.87
"04/12/2021",33786.19
"04/13/2021",33741.64
"04/14/2021",33911.25
"04/15/2021",34068.73
"04/16/2021",34256.75
"04/19/2021",34182.38
"04/20/2021",34034.18
"04/21/2021",34160.34
"04/22/2021",34126.57
"04/23/2021",34157.57
"04/26/2021",34148.94
"04/27/2021",34043.98
"04/28/2021",33946.6
"04/29/2021",34087.21
"04/30/2021",33988.75
"05/03/2021",34221.06
"05/04/2021",34146.27
"05/05/2021",34331.2
"05/06/2021",34550.44
"05/07/2021",34811.39
"05/10/2021",35091.56
"05/11/2021",34572.74
"05/12/2021",34207.68
"05/13/2021",34181.77
"05/14/2021",34454.05
"05/17/2021",34383.84
"05/18/2021",34408.99
"05/19/2021",33945.81
"05/20/2021",34233.4
"05/21/2021",34415.48
"05/24/2021",34472.51
"05/25/2021",34511.35
"05/26/2021",34406.27
"05/27/2021",34608.82
"05/28/2021",34631.11
"06/01/2021",34849.32
"06/02/2021",34706.65
"06/03/2021",34667.41
"06/04/2021",34772.12
"06/07/2021",34820.91
"06/08/2021",34665.38
"06/09/2021",34654.67
"06/10/2021",34737.79
"06/11/2021",34618.09
"06/14/2021",34472.52
"06/15/2021",34420.38
"06/16/2021",34333.25
"06/17/2021",34084.46
"06/18/2021",33622.7
"06/21/2021",33908.09
"06/22/2021",34040.7
"06/23/2021",34009.4
"06/24/2021",34233.02
"06/25/2021",34501.02
"06/28/2021",34447.29
"06/29/2021",34469.83
"06/30/2021",34553.16
"07/01/2021",34640.28
"07/02/2021",34821.93
"07/06/2021",34812.09
"07/07/2021",34708.78
"07/08/2021",34569.01
"07/09/2021",34893.72
"07/12/2021",35014.9
"07/13/2021",35018.79
"07/14/2021",35069.18
"07/15/2021",34990.41
"07/16/2021",35090.01
"07/19/2021",34528.48
"07/20/2021",34621.79
"07/21/2021",34820.24
"07/22/2021",34879.28
"07/23/2021",35095.33
"07/26/2021",35150.37
"07/27/2021",35078.9
"07/28/2021",35109.95
"07/29/2021",35171.52
"07/30/2021",35106.3
"08/02/2021",35192.11
"08/03/2021",35120.94
"08/04/2021",35047.44
"08/05/2021",35067.54
"08/06/2021",35244.11
"08/09/2021",35229.67
"08/10/2021",35285.16
"08/11/2021",35501.16
"08/12/2021",35507.62
"08/13/2021",35610.57
"08/16/2021",35631.19
"08/17/2021",35500.01
"08/18/2021",35356.8
"08/19/2021",34997.81
"08/20/2021",35177.26
"08/23/2021",35428.91
"08/24/2021",35445.47
"08/25/2021",35501.14
"08/26/2021",35498.45
"08/27/2021",35479.18
"08/30/2021",35510.71
"08/31/2021",35449.79
"09/01/2021",35407.37
"09/02/2021",35475.4
"09/03/2021",35422.71
"09/07/2021",35373.24
"09/08/2021",35174.4
"09/09/2021",35199.89
"09/10/2021",35104.25
"09/13/2021",34939.1
"09/14/2021",34990.36
"09/15/2021",34880.77
"09/16/2021",34943.55
"09/17/2021",34779.86
"09/20/2021",34459.72
"09/21/2021",34313.88
"09/22/2021",34440.42
"09/23/2021",34879.78
"09/24/2021",34857.06
"09/27/2021",35061.12
"09/28/2021",34794.16
"09/29/2021",34580.42
"09/30/2021",34556.09
"10/01/2021",34490.56
"10/04/2021",34395.29
"10/05/2021",34490.95
"10/06/2021",34432.68
"10/07/2021",34975.19
"10/08/2021",34842.62
"10/11/2021",34951.35
"10/12/2021",34611.24
"10/13/2021",34448.3
"10/14/2021",34923.83
"10/15/2021",35320.97
"10/18/2021",35327.57
"10/19/2021",35462.68
"10/20/2021",35669.69
"10/21/2021",35612.36
"10/22/2021",35765.02
"10/25/2021",35787.04
"10/26/2021",35892.92
