"Title:","Dow Jones Industrial Average (US) - High from the Dow Jones Industrial Average (US) Database"
"SubTitle:","International"
"Time:","01/02/1980 - 11/11/2022"
"Unit of Measure:","$"
"Citation:","S&P Dow Jones Indices (US) (2022-11-14). Dow Jones Industrial Average (US): Dow Jones Industrial Average (US) - High, 01/02/1980 - 11/11/2022. Data Planet? Statistical Datasets: A SAGE Publishing Resource. (Dataset). Dataset-ID:  039-001-002 doi:https://doi.org/10.6068/DP184779A1F7630"
"ColumnCount:",2
"RowCount:",10797

"Time","Dow Jones Industrial Average (US) - High ($)"
"02/07/1984",1187.3
"02/08/1984",1188.77
"02/09/1984",1167.3
"02/10/1984",1167.92
"02/13/1984",1164.05
"02/14/1984",1170.55
"02/15/1984",1175.67
"02/16/1984",1164.98
"02/17/1984",1164.36
"02/21/1984",1153.8
"02/22/1984",1145.83
"02/23/1984",1142.38
"02/24/1984",1167.09
"02/27/1984",1186.66
"02/28/1984",1177.45
"02/29/1984",1171.38
"03/01/1984",1166.45
"03/02/1984",1181.02
"03/05/1984",1174.31
"03/06/1984",1171.59
"03/07/1984",1153.27
"03/08/1984",1155.45
"03/09/1984",1149.3
"03/12/1984",1160.8
"03/13/1984",1176.52
"03/14/1984",1173.69
"03/15/1984",1177.23
"03/16/1984",1197.23
"03/19/1984",1179.02
"03/20/1984",1184.16
"03/21/1984",1181.95
"03/22/1984",1170.84
"03/23/1984",1161.55
"03/26/1984",1161.95
"03/27/1984",1162.27
"03/28/1984",1176.61
"03/29/1984",1184.25
"03/30/1984",1173.69
"04/02/1984",1175.36
"04/03/1984",1159.13
"04/04/1984",1156.83
"04/05/1984",1157.88
"04/06/1984",1138.16
"04/09/1984",1141.86
"04/10/1984",1147.94
"04/11/1984",1145.09
"04/12/1984",1159.55
"04/13/1984",1169.28
"04/16/1984",1162.91
"04/17/1984",1173.98
"04/18/1984",1167.7
"04/19/1984",1162.8
"04/23/1984",1164.78
"04/24/1984",1170.55
"04/25/1984",1170.33
"04/26/1984",1182.06
"04/27/1984",1180.48
"04/30/1984",1177.45
"05/01/1984",1188.86
"05/02/1984",1194.41
"05/03/1984",1192.73
"05/04/1984",1185.41
"05/07/1984",1170.95
"05/08/1984",1181.11
"05/09/1984",1182.47
"05/10/1984",1176.61
"05/11/1984",1168.23
"05/14/1984",1160.48
"05/15/1984",1160.8
"05/16/1984",1159.86
"05/17/1984",1154.09
"05/18/1984",1147.81
"05/21/1984",1139.13
"05/22/1984",1126.98
"05/23/1984",1125.63
"05/24/1984",1117.16
"05/25/1984",1114.31
"05/29/1984",1113.8
"05/30/1984",1116.59
"05/31/1984",1113.91
"06/01/1984",1127.27
"06/04/1984",1143.53
"06/05/1984",1133.63
"06/06/1984",1144.83
"06/07/1984",1139.13
"06/08/1984",1137.81
"06/11/1984",1130.95
"06/12/1984",1119.92
"06/13/1984",1120.91
"06/14/1984",1113.95
"06/15/1984",1106.34
"06/18/1984",1114.3
"06/19/1984",1123.13
"06/20/1984",1135.16
"06/21/1984",1143.44
"06/22/1984",1139.02
"06/25/1984",1140.69
"06/26/1984",1133.61
"06/27/1984",1130.08
"06/28/1984",1131.63
"06/29/1984",1143.33
"07/02/1984",1137.81
"07/03/1984",1139.13
"07/05/1984",1138.47
"07/06/1984",1127.09
"07/09/1984",1138.69
"07/10/1984",1139.47
"07/11/1984",1127.88
"07/12/1984",1116.72
"07/13/1984",1118.05
"07/16/1984",1120.25
"07/17/1984",1128.53
"07/18/1984",1125.44
"07/19/1984",1114.06
"07/20/1984",1109.09
"07/23/1984",1102.58
"07/24/1984",1103.91
"07/25/1984",1106.45
"07/26/1984",1113.19
"07/27/1984",1124.23
"07/30/1984",1121.69
"07/31/1984",1123.56
"08/01/1984",1139.58
"08/02/1984",1171.38
"08/03/1984",1213.34
"08/06/1984",1230.91
"08/07/1984",1216.98
"08/08/1984",1215.44
"08/09/1984",1231.45
"08/10/1984",1253.75
"08/13/1984",1226.16
"08/14/1984",1230.45
"08/15/1984",1219.73
"08/16/1984",1218.42
"08/17/1984",1222.06
"08/20/1984",1221.19
"08/21/1984",1247.34
"08/22/1984",1250.55
"08/23/1984",1241.94
"08/24/1984",1240.72
"08/27/1984",1234.7
"08/28/1984",1236.2
"08/29/1984",1243.05
"08/30/1984",1231.89
"08/31/1984",1226.7
"09/04/1984",1222.39
"09/05/1984",1215.88
"09/06/1984",1226.05
"09/07/1984",1226.59
"09/10/1984",1214.33
"09/11/1984",1221.06
"09/12/1984",1206.59
"09/13/1984",1232.11
"09/14/1984",1248.23
"09/17/1984",1248.02
"09/18/1984",1239.95
"09/19/1984",1234.09
"09/20/1984",1221.73
"09/21/1984",1231.02
"09/24/1984",1216.44
"09/25/1984",1216.88
"09/26/1984",1222.06
"09/27/1984",1225.27
"09/28/1984",1217.98
"10/01/1984",1208.16
"10/02/1984",1207.38
"10/03/1984",1195.78
"10/04/1984",1195.02
"10/05/1984",1196.33
"10/08/1984",1183.08
"10/09/1984",1188.16
"10/10/1984",1182.97
"10/11/1984",1189.94
"10/12/1984",1198.44
"10/15/1984",1209.58
"10/16/1984",1209.36
"10/17/1984",1208.59
"10/18/1984",1226.7
"10/19/1984",1246.02
"10/22/1984",1230.34
"10/23/1984",1226.7
"10/24/1984",1223.06
"10/25/1984",1223.61
"10/26/1984",1213.45
"10/29/1984",1207.48
"10/30/1984",1224.6
"10/31/1984",1219.63
"11/01/1984",1224.38
"11/02/1984",1225.81
"11/05/1984",1233.11
"11/06/1984",1247.45
"11/07/1984",1245.69
"11/08/1984",1237.52
"11/09/1984",1238.63
"11/12/1984",1223.72
"11/13/1984",1222.17
"11/14/1984",1215.88
"11/15/1984",1214.22
"11/16/1984",1213.02
"11/19/1984",1197.44
"11/20/1984",1202.41
"11/21/1984",1207.05
"11/23/1984",1224.48
"11/26/1984",1224.49
"11/27/1984",1226.92
"11/28/1984",1224.7
"11/29/1984",1206.59
"11/30/1984",1197.77
"12/03/1984",1192.25
"12/04/1984",1192.58
"12/05/1984",1187.17
"12/06/1984",1178.67
"12/07/1984",1177.78
"12/10/1984",1179
"12/11/1984",1183.86
"12/12/1984",1183.97
"12/13/1984",1183.52
"12/14/1984",1187.28
"12/17/1984",1182.31
"12/18/1984",1213.23
"12/19/1984",1223.61
"12/20/1984",1219.52
"12/21/1984",1210.14
"12/24/1984",1214.44
"12/26/1984",1213.89
"12/27/1984",1214.22
"12/28/1984",1210.47
"12/31/1984",1215.55
"01/02/1985",1212.45
"01/03/1985",1207.94
"01/04/1985",1192.69
"01/07/1985",1198.32
"01/08/1985",1199.54
"01/09/1985",1209.47
"01/10/1985",1225.93
"01/11/1985",1229.35
"01/14/1985",1238.18
"01/15/1985",1243.71
"01/16/1985",1241.17
"01/17/1985",1234.66
"01/18/1985",1237.63
"01/21/1985",1266.45
"01/22/1985",1277.27
"01/23/1985",1278.27
"01/24/1985",1287.98
"01/25/1985",1284.67
"01/28/1985",1290.97
"01/29/1985",1295.49
"01/30/1985",1305.09
"01/31/1985",1293.4
"02/01/1985",1286.11
"02/04/1985",1294.94
"02/05/1985",1301.13
"02/06/1985",1294.5
"02/07/1985",1297.04
"02/08/1985",1297.15
"02/11/1985",1291.74
"02/12/1985",1283.13
"02/13/1985",1304.66
"02/14/1985",1307.53
"02/15/1985",1296.27
"02/19/1985",1287.43
"02/20/1985",1292.51
"02/21/1985",1287.1
"02/22/1985",1286.55
"02/25/1985",1283.13
"02/26/1985",1293.18
"02/27/1985",1295.27
"02/28/1985",1288.32
"03/01/1985",1309.96
"03/04/1985",1304.55
"03/05/1985",1300.02
"03/06/1985",1296.93
"03/07/1985",1283.24
"03/08/1985",1296.93
"03/11/1985",1277.05
"03/12/1985",1279.48
"03/13/1985",1278.27
"03/14/1985",1269.21
"03/15/1985",1266.67
"03/18/1985",1260.93
"03/19/1985",1274.18
"03/20/1985",1277.39
"03/21/1985",1278.93
"03/22/1985",1277.39
"03/25/1985",1268.33
"03/26/1985",1267.56
"03/27/1985",1270.87
"03/28/1985",1275.51
"03/29/1985",1270.65
"04/01/1985",1276.28
"04/02/1985",1280.15
"04/03/1985",1268.11
"04/04/1985",1264.24
"04/08/1985",1267.01
"04/09/1985",1262.04
"04/10/1985",1269.1
"04/11/1985",1274.85
"04/12/1985",1270.43
"04/15/1985",1272.42
"04/16/1985",1276.61
"04/17/1985",1277.5
"04/18/1985",1281.91
"04/19/1985",1272.53
"04/22/1985",1273.63
"04/23/1985",1282.91
"04/24/1985",1286.44
"04/25/1985",1289.2
"04/26/1985",1290.3
"04/29/1985",1277.94
"04/30/1985",1266.23
"05/01/1985",1262.81
"05/02/1985",1251.21
"05/03/1985",1253.86
"05/06/1985",1256.4
"05/07/1985",1261.37
"05/08/1985",1258.94
"05/09/1985",1265.57
"05/10/1985",1282.46
"05/13/1985",1283.57
"05/14/1985",1288.65
"05/15/1985",1283.57
"05/16/1985",1285.11
"05/17/1985",1295.83
"05/20/1985",1310.37
"05/21/1985",1316.08
"05/22/1985",1308.92
"05/23/1985",1307.8
"05/24/1985",1305.67
"05/28/1985",1312.84
"05/29/1985",1308.36
"05/30/1985",1314.18
"05/31/1985",1320.79
"06/03/1985",1325.04
"06/04/1985",1321.24
"06/05/1985",1331.77
"06/06/1985",1330.53
"06/07/1985",1331.99
"06/10/1985",1322.58
"06/11/1985",1323.81
"06/12/1985",1318.21
"06/13/1985",1308.13
"06/14/1985",1305.44
"06/17/1985",1303.99
"06/18/1985",1312.39
"06/19/1985",1312.72
"06/20/1985",1305.44
"06/21/1985",1325.83
"06/24/1985",1326.72
"06/25/1985",1338.82
"06/26/1985",1329.19
"06/27/1985",1338.71
"06/28/1985",1341.17
"07/01/1985",1342.18
"07/02/1985",1343.75
"07/03/1985",1337.59
"07/05/1985",1340.61
"07/08/1985",1336.47
"07/09/1985",1333.67
"07/10/1985",1336.81
"07/11/1985",1343.64
"07/12/1985",1345.99
"07/15/1985",1347.67
"07/16/1985",1351.93
"07/17/1985",1365.93
"07/18/1985",1363.24
"07/19/1985",1363.35
"07/22/1985",1362.12
"07/23/1985",1372.2
"07/24/1985",1359.21
"07/25/1985",1359.88
"07/26/1985",1365.59
"07/29/1985",1358.09
"07/30/1985",1352.6
"07/31/1985",1357.41
"08/01/1985",1361.9
"08/02/1985",1360.1
"08/05/1985",1352.71
"08/06/1985",1350.02
"08/07/1985",1331.21
"08/08/1985",1334.79
"08/09/1985",1331.88
"08/12/1985",1324.37
"08/13/1985",1325.49
"08/14/1985",1326.05
"08/15/1985",1324.71
"08/16/1985",1317.76
"08/19/1985",1319.22
"08/20/1985",1328.07
"08/21/1985",1333.67
"08/22/1985",1334.68
"08/23/1985",1322.92
"08/26/1985",1324.26
"08/27/1985",1328.63
"08/28/1985",1334.79
"08/29/1985",1340.05
"08/30/1985",1342.41
"09/03/1985",1337.14
"09/04/1985",1334.12
"09/05/1985",1333
"09/06/1985",1341.4
"09/09/1985",1348.23
"09/10/1985",1346.55
"09/11/1985",1334.01
"09/12/1985",1327.4
"09/13/1985",1320.12
"09/16/1985",1315.75
"09/17/1985",1314.52
"09/18/1985",1307.57
"09/19/1985",1312.95
"09/20/1985",1313.4
"09/23/1985",1323.59
"09/24/1985",1334.57
"09/25/1985",1330.2
"09/26/1985",1325.27
"09/30/1985",1336.81
"10/01/1985",1343.97
"10/02/1985",1351.59
"10/03/1985",1345.43
"10/04/1985",1335.01
"10/07/1985",1335.91
"10/08/1985",1333.89
"10/09/1985",1336.81
"10/10/1985",1333.33
"10/11/1985",1343.41
"10/14/1985",1356.18
"10/15/1985",1364.14
"10/16/1985",1371.3
"10/17/1985",1378.36
"10/18/1985",1383.4
"10/21/1985",1375.67
"10/22/1985",1374.18
"10/23/1985",1372.43
"10/24/1985",1374.55
"10/25/1985",1366.71
"10/28/1985",1364.02
"10/29/1985",1377.69
"10/30/1985",1384.63
"10/31/1985",1383.6
"11/01/1985",1393.58
"11/04/1985",1398.51
"11/05/1985",1402.52
"11/06/1985",1411.01
"11/07/1985",1410.89
"11/08/1985",1410.44
"11/11/1985",1432.57
"11/12/1985",1446.1
"11/13/1985",1439.79
"11/14/1985",1443.81
"11/15/1985",1450.57
"11/18/1985",1447.25
"11/19/1985",1452.18
"11/20/1985",1451.49
"11/21/1985",1466.06
"11/22/1985",1475.57
"11/25/1985",1467.09
"11/26/1985",1470.07
"11/27/1985",1483.83
"11/29/1985",1486.93
"12/02/1985",1476.26
"12/03/1985",1466.4
"12/04/1985",1488.76
"12/05/1985",1504.01
"12/06/1985",1488.3
"12/09/1985",1504.13
"12/10/1985",1514.91
"12/11/1985",1520.3
"12/12/1985",1523.51
"12/13/1985",1546.44
"12/16/1985",1570.87
"12/17/1985",1568.81
"12/18/1985",1560.44
"12/19/1985",1552.98
"12/20/1985",1564.56
"12/23/1985",1547.82
"12/24/1985",1532.45
"12/26/1985",1532.57
"12/27/1985",1548.85
"12/30/1985",1557.34
"12/31/1985",1562.84
"01/02/1986",1551.95
"01/03/1986",1557.11
"01/06/1986",1557
"01/07/1986",1573.74
"01/08/1986",1578.1
"01/09/1986",1530.85
"01/10/1986",1530.96
"01/13/1986",1526.83
"01/14/1986",1530.62
"01/15/1986",1535.32
"01/16/1986",1547.71
"01/17/1986",1552.52
"01/20/1986",1536.01
"01/21/1986",1535.89
"01/22/1986",1525.57
"01/23/1986",1519.38
"01/24/1986",1537.39
"01/27/1986",1548.17
"01/28/1986",1561.35
"01/29/1986",1578.1
"01/30/1986",1572.59
"01/31/1986",1582.91
"02/03/1986",1600.11
"02/04/1986",1611.47
"02/05/1986",1601.83
"02/06/1986",1616.51
"02/07/1986",1622.82
"02/10/1986",1633.14
"02/11/1986",1637.5
"02/12/1986",1640.48
"02/13/1986",1649.31
"02/14/1986",1668.81
"02/18/1986",1685.55
"02/19/1986",1689.22
"02/20/1986",1675.46
"02/21/1986",1702.75
"02/24/1986",1709.75
"02/25/1986",1709.52
"02/26/1986",1714.79
"02/27/1986",1728.9
"02/28/1986",1732.57
"03/03/1986",1714.33
"03/04/1986",1718.63
"03/05/1986",1695.4
"03/06/1986",1711.21
"03/07/1986",1713.48
"03/10/1986",1715.16
"03/11/1986",1752.63
"03/12/1986",1773.35
"03/13/1986",1768.8
"03/14/1986",1799.93
"03/17/1986",1790.59
"03/18/1986",1806.75
"03/19/1986",1806.99
"03/20/1986",1820.76
"03/21/1986",1821.24
"03/24/1986",1796.22
"03/25/1986",1794.3
"03/26/1986",1817.41
"03/27/1986",1849.74
"03/31/1986",1841.83
"04/01/1986",1829.02
"04/02/1986",1803.64
"04/03/1986",1809.27
"04/04/1986",1772.87
"04/07/1986",1749.04
"04/08/1986",1779.57
"04/09/1986",1807.41
"04/10/1986",1807.83
"04/11/1986",1812.5
"04/14/1986",1811.38
"04/15/1986",1822.05
"04/16/1986",1859.62
"04/17/1986",1870.16
"04/18/1986",1870.16
"04/21/1986",1864.21
"04/22/1986",1866.44
"04/23/1986",1841.27
"04/24/1986",1848.46
"04/25/1986",1848.46
"04/28/1986",1852.68
"04/29/1986",1856.15
"04/30/1986",1831.23
"05/01/1986",1796.88
"05/02/1986",1795.88
"05/05/1986",1800.35
"05/06/1986",1803.32
"05/07/1986",1790.05
"05/08/1986",1797.87
"05/09/1986",1797.12
"05/12/1986",1804.32
"05/13/1986",1804.07
"05/14/1986",1815.23
"05/15/1986",1808.78
"05/16/1986",1775.67
"05/19/1986",1769.84
"05/20/1986",1788.44
"05/21/1986",1798.61
"05/22/1986",1813.74
"05/23/1986",1842.14
"05/27/1986",1856.56
"05/28/1986",1891.79
"05/29/1986",1892.97
"05/30/1986",1898.22
"06/02/1986",1886.17
"06/03/1986",1875.54
"06/04/1986",1882
"06/05/1986",1880.79
"06/06/1986",1894.38
"06/09/1986",1880.25
"06/10/1986",1852.8
"06/11/1986",1854.68
"06/12/1986",1851.86
"06/13/1986",1883.21
"06/16/1986",1890.61
"06/17/1986",1886.98
"06/18/1986",1881.61
"06/19/1986",1883.12
"06/20/1986",1882.84
"06/23/1986",1883.39
"06/24/1986",1891.79
"06/25/1986",1903.36
"06/26/1986",1897.21
"06/27/1986",1898.9
"06/30/1986",1907.62
"07/01/1986",1911.27
"07/02/1986",1922.66
"07/03/1986",1918.59
"07/07/1986",1895.53
"07/08/1986",1834.36
"07/09/1986",1839.57
"07/10/1986",1842.52
"07/11/1986",1840.97
"07/14/1986",1816.64
"07/15/1986",1805.54
"07/16/1986",1794.29
"07/17/1986",1802.73
"07/18/1986",1807.37
"07/21/1986",1792.6
"07/22/1986",1810.46
"07/23/1986",1813.7
"07/24/1986",1806.8
"07/25/1986",1821.29
"07/28/1986",1815.24
"07/29/1986",1788.95
"07/30/1986",1794.15
"07/31/1986",1794.29
"08/01/1986",1788.8
"08/04/1986",1785.15
"08/05/1986",1800.2
"08/06/1986",1788.66
"08/07/1986",1802.02
"08/08/1986",1800.2
"08/11/1986",1824.66
"08/12/1986",1840.55
"08/13/1986",1860.66
"08/14/1986",1859.81
"08/15/1986",1863.61
"08/18/1986",1875.14
"08/19/1986",1880.2
"08/20/1986",1889.34
"08/21/1986",1899.46
"08/22/1986",1898.06
"08/25/1986",1893.42
"08/26/1986",1911.27
"08/27/1986",1918.59
"08/28/1986",1912.26
"08/29/1986",1913.95
"09/02/1986",1913.38
"09/03/1986",1888.21
"09/04/1986",1927.87
"09/05/1986",1933.35
"09/08/1986",1907.05
"09/09/1986",1909.45
"09/10/1986",1897.5
"09/11/1986",1868.67
"09/12/1986",1805.4
"09/15/1986",1786.98
"09/16/1986",1785.01
"09/17/1986",1799.35
"09/18/1986",1789.93
"09/19/1986",1783.04
"09/22/1986",1797.8
"09/23/1986",1809.76
"09/24/1986",1820.02
"09/25/1986",1803.15
"09/26/1986",1788.1
"09/29/1986",1768.98
"09/30/1986",1790.35
"10/01/1986",1805.82
"10/02/1986",1796.54
"10/03/1986",1806.38
"10/06/1986",1794.85
"10/07/1986",1799.35
"10/08/1986",1812.43
"10/09/1986",1824.24
"10/10/1986",1806.38
"10/13/1986",1806.95
"10/14/1986",1816.5
"10/15/1986",1835.77
"10/16/1986",1852.64
"10/17/1986",1844.91
"10/20/1986",1826.63
"10/21/1986",1822.97
"10/22/1986",1821.29
"10/23/1986",1845.05
"10/24/1986",1851.66
"10/27/1986",1850.11
"10/28/1986",1863.47
"10/29/1986",1863.33
"10/30/1986",1894.68
"10/31/1986",1891.73
"11/03/1986",1902.28
"11/04/1986",1902
"11/05/1986",1911.13
"11/06/1986",1907.48
"11/07/1986",1899.46
"11/10/1986",1901.01
"11/11/1986",1904.95
"11/12/1986",1909.3
"11/13/1986",1901.01
"11/14/1986",1883.57
"11/17/1986",1879.92
"11/18/1986",1864.31
"11/19/1986",1838.02
"11/20/1986",1866.28
"11/21/1986",1901.86
"11/24/1986",1921.4
"11/25/1986",1922.8
"11/26/1986",1926.46
"11/28/1986",1923.51
"12/01/1986",1915.91
"12/02/1986",1958.8
"12/03/1986",1971.73
"12/04/1986",1963.3
"12/05/1986",1950.22
"12/08/1986",1946.71
"12/09/1986",1939.82
"12/10/1986",1943.05
"12/11/1986",1947.41
"12/12/1986",1932.09
"12/15/1986",1925.34
"12/16/1986",1942.91
"12/17/1986",1937.57
"12/18/1986",1927.17
"12/19/1986",1935.18
"12/22/1986",1938.83
"12/23/1986",1933.77
"12/24/1986",1937.57
"12/26/1986",1939.11
"12/29/1986",1931.38
"12/30/1986",1920.7
"12/31/1986",1920.41
"01/02/1987",1933.49
"01/05/1987",1980.73
"01/06/1987",1993.81
"01/07/1987",2003.09
"01/08/1987",2014.48
"01/09/1987",2021.65
"01/12/1987",2022.07
"01/13/1987",2027.14
"01/14/1987",2046.26
"01/15/1987",2093.08
"01/16/1987",2099.69
"01/19/1987",2112.48
"01/20/1987",2131.61
"01/21/1987",2125.14
"01/22/1987",2151.86
"01/23/1987",2215.13
"01/26/1987",2125.42
"01/27/1987",2160.85
"01/28/1987",2181.1
"01/29/1987",2193.33
"01/30/1987",2173.51
"02/02/1987",2193.61
"02/03/1987",2201.21
"02/04/1987",2198.39
"02/05/1987",2223.56
"02/06/1987",2213.3
"02/09/1987",2195.72
"02/10/1987",2183.63
"02/11/1987",2182.51
"02/12/1987",2203.18
"02/13/1987",2201.35
"02/17/1987",2242.69
"02/18/1987",2266.45
"02/19/1987",2263.21
"02/20/1987",2260.12
"02/23/1987",2250.7
"02/24/1987",2244.09
"02/25/1987",2248.59
"02/26/1987",2239.31
"02/27/1987",2237.91
"03/02/1987",2242.55
"03/03/1987",2240.44
"03/04/1987",2270.11
"03/05/1987",2295.7
"03/06/1987",2298.23
"03/09/1987",2279.95
"03/10/1987",2289.93
"03/11/1987",2302.16
"03/12/1987",2288.15
"03/13/1987",2282.38
"03/16/1987",2263.63
"03/17/1987",2287.78
"03/18/1987",2315.2
"03/19/1987",2310.65
"03/20/1987",2342.04
"03/23/1987",2373.01
"03/24/1987",2387.21
"03/25/1987",2383.52
"03/26/1987",2399.57
"03/27/1987",2386.64
"03/30/1987",2303.41
"03/31/1987",2315.48
"04/01/1987",2325.14
"04/02/1987",2347.73
"04/03/1987",2402.41
"04/06/1987",2425
"04/07/1987",2428.41
"04/08/1987",2396.16
"04/09/1987",2383.8
"04/10/1987",2359.09
"04/13/1987",2355.68
"04/14/1987",2293.89
"04/15/1987",2307.53
"04/16/1987",2320.88
"04/20/1987",2300.57
"04/21/1987",2341.05
"04/22/1987",2353.13
"04/23/1987",2318.61
"04/24/1987",2279.54
"04/27/1987",2264.34
"04/28/1987",2270.74
"04/29/1987",2283.24
"04/30/1987",2314.2
"05/01/1987",2312.21
"05/04/1987",2305.96
"05/05/1987",2348.01
"05/06/1987",2370.03
"05/07/1987",2368.61
"05/08/1987",2357.24
"05/11/1987",2380.77
"05/12/1987",2333.14
"05/13/1987",2346.85
"05/14/1987",2349.3
"05/15/1987",2324.48
"05/18/1987",2283.05
"05/19/1987",2280.45
"05/20/1987",2248.08
"05/21/1987",2256.05
"05/22/1987",2258.42
"05/26/1987",2305.52
"05/27/1987",2320.23
"05/28/1987",2324.64
"05/29/1987",2332.37
"06/01/1987",2319.78
"06/02/1987",2306.43
"06/03/1987",2320.69
"06/04/1987",2343.45
"06/05/1987",2346.33
"06/08/1987",2362.71
"06/09/1987",2366.05
"06/10/1987",2389.71
"06/11/1987",2380.46
"06/12/1987",2399.42
"06/15/1987",2409.89
"06/16/1987",2415.36
"06/17/1987",2427.29
"06/18/1987",2419.91
"06/19/1987",2431.84
"06/22/1987",2457.29
"06/23/1987",2466.04
"06/24/1987",2454.08
"06/25/1987",2460.14
"06/26/1987",2454.08
"06/29/1987",2460.3
"06/30/1987",2456.31
"07/01/1987",2430.8
"07/02/1987",2446.43
"07/06/1987",2460.3
"07/07/1987",2467.63
"07/08/1987",2476.24
"07/09/1987",2478.47
"07/10/1987",2470.5
"07/13/1987",2470.66
"07/14/1987",2492.98
"07/15/1987",2483.74
"07/16/1987",2496.98
"07/17/1987",2533.64
"07/20/1987",2498.09
"07/21/1987",2479.44
"07/22/1987",2488.68
"07/23/1987",2492.66
"07/24/1987",2494.89
"07/27/1987",2511.64
"07/28/1987",2537.15
"07/29/1987",2548.47
"07/30/1987",2576.85
"07/31/1987",2588.33
"08/03/1987",2585.3
"08/04/1987",2568.71
"08/05/1987",2587.85
"08/06/1987",2600.92
"08/07/1987",2611.93
"08/10/1987",2640.63
"08/11/1987",2691.96
"08/12/1987",2700.73
"08/13/1987",2714.92
"08/14/1987",2713.33
"08/17/1987",2713.96
"08/18/1987",2691
"08/19/1987",2678.18
"08/20/1987",2714.6
"08/21/1987",2736.49
"08/24/1987",2730.55
"08/25/1987",2746.65
"08/26/1987",2742.03
"08/27/1987",2705.52
"08/28/1987",2680.32
"08/31/1987",2679.53
"09/01/1987",2695.63
"09/02/1987",2631.06
"09/03/1987",2642.22
"09/04/1987",2617.19
"09/08/1987",2571.43
"09/09/1987",2570.63
"09/10/1987",2595.34
"09/11/1987",2625.95
"09/14/1987",2634.56
"09/15/1987",2610.47
"09/16/1987",2585.18
"09/17/1987",2557.28
"09/18/1987",2554.83
"09/21/1987",2559.72
"09/22/1987",2572.62
"09/23/1987",2602.15
"09/24/1987",2603.95
"09/25/1987",2584.04
"09/28/1987",2634.95
"09/29/1987",2627.61
"09/30/1987",2613.58
"10/01/1987",2649.97
"10/02/1987",2662.37
"10/05/1987",2658.79
"10/06/1987",2632.83
"10/07/1987",2570.98
"10/08/1987",2561.36
"10/09/1987",2531.66
"10/12/1987",2504.89
"10/13/1987",2528.39
"10/14/1987",2484.98
"10/15/1987",2439.78
"10/16/1987",2396.14
"10/19/1987",2164.16
"10/20/1987",2067.47
"10/21/1987",2081.07
"10/22/1987",2004.97
"10/23/1987",1993.86
"10/26/1987",1881.8
"10/27/1987",1904.67
"10/28/1987",1904.51
"10/29/1987",1969.66
"10/30/1987",2049.07
"11/02/1987",2027.52
"11/03/1987",1988.39
"11/04/1987",1980.6
"11/05/1987",2011.93
"11/06/1987",2019.07
"11/09/1987",1941.81
"11/10/1987",1911.8
"11/11/1987",1927.72
"11/12/1987",1983.92
"11/13/1987",1973.8
"11/16/1987",1979.95
"11/17/1987",1939.98
"11/18/1987",1952.59
"11/19/1987",1941.97
"11/20/1987",1925.07
"11/23/1987",1930.54
"11/24/1987",1986.07
"11/25/1987",1983.93
"11/27/1987",1956.56
"11/30/1987",1875
"12/01/1987",1874.18
"12/02/1987",1871.51
"12/03/1987",1859.08
"12/04/1987",1794.59
"12/07/1987",1818.12
"12/08/1987",1870.68
"12/09/1987",1924.89
"12/10/1987",1923.56
"12/11/1987",1887.92
"12/14/1987",1942.29
"12/15/1987",1969
"12/16/1987",1984.08
"12/17/1987",1987.23
"12/18/1987",1982.91
"12/21/1987",2008.45
"12/22/1987",1999.66
"12/23/1987",2019.55
"12/24/1987",2013.09
"12/28/1987",1966.17
"12/29/1987",1951.75
"12/30/1987",1966.17
"12/31/1987",1951.25
"01/04/1988",2030
"01/05/1988",2075.58
"01/06/1988",2058.18
"01/07/1988",2061.5
"01/08/1988",2058.69
"01/11/1988",1958.87
"01/12/1988",1950.75
"01/13/1988",1959.54
"01/14/1988",1940.14
"01/15/1988",1988.38
"01/18/1988",1977.45
"01/19/1988",1977.28
"01/20/1988",1934.84
"01/21/1988",1903.35
"01/22/1988",1911.79
"01/25/1988",1960.53
"01/26/1988",1957.72
"01/27/1988",1951.75
"01/28/1988",1944.12
"01/29/1988",1967.66
"02/01/1988",1985.4
"02/02/1988",1965.01
"02/03/1988",1971.98
"02/04/1988",1941.48
"02/05/1988",1940.31
"02/08/1988",1911.13
"02/09/1988",1921.58
"02/10/1988",1967.84
"02/11/1988",1982.42
"02/12/1988",1995.68
"02/16/1988",2010.43
"02/17/1988",2026.18
"02/18/1988",2011.92
"02/19/1988",2018.89
"02/22/1988",2051.72
"02/23/1988",2057.02
